Gss year for this respondent                       ,Respondent id number,Number of hours worked last week,Marital status,Number of children,Age of respondent,Highest year of school completed,General happiness,Happiness of marriage,Condition of health,Is life exciting or dull,Spend evening with relatives,Spend evening with friends,Spend evening at bar,Job or housework,Subjective class identification,Satisfaction with financial situation,Sex before marriage,Suicide if bankrupt,Have gun in home,Hours per day watching tv,Family income in constant $
2004,2225,40,Married,7,52,12,Pretty happy,Pretty happy,Fair,Routine,Sev times a week,Sev times a year,Never,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,2,19624
2004,2229,42,Married,5,35,10,Pretty happy,Pretty happy,Fair,Routine,Sev times a year,Once a month,Sev times a year,A little dissat,Working class,More or less,Sometimes wrong,No,Yes,2,14340
2004,2248,75,Married,2,35,19,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a mnth,Once a year,Very satisfied,Middle class,More or less,Always wrong,No,Yes,0,33209
2004,2254,80,Married,3,63,12,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Once a month,Sev times a week,Mod. satisfied,Middle class,Satisfied,Sometimes wrong,No,Yes,2,40757
2004,2280,45,Married,1,25,12,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a week,Sev times a week,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,20,40757
2004,2287,Not applicable,Married,2,68,16,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Sev times a year,Never,Not applicable,Middle class,More or less,Always wrong,No,Yes,8,12831
2004,2301,Not applicable,Married,1,46,12,Very happy,Pretty happy,Excellent,Routine,Sev times a week,Sev times a week,Never,Very satisfied,Middle class,More or less,Always wrong,No,Yes,2,49814
2004,2307,55,Married,1,29,14,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a week,Sev times a year,A little dissat,Middle class,More or less,Almst always wrg,No,Yes,2,33209
2004,2329,Not applicable,Married,1,32,12,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Very satisfied,Working class,More or less,Always wrong,No,No,1,40757
2004,2351,40,Married,3,28,11,Very happy,Very happy,Good,Exciting,Once a year,Once a month,Once a year,Mod. satisfied,Working class,More or less,Always wrong,No,No,8,22643
2004,2368,40,Married,2,52,16,Pretty happy,Very happy,Excellent,Exciting,Almost daily,Sev times a mnth,Sev times a mnth,Very satisfied,Middle class,Satisfied,Almst always wrg,No,Yes,1,128435
2004,2372,44,Married,2,42,18,Very happy,Very happy,Excellent,Exciting,Almost daily,Once a month,Once a month,Very satisfied,Middle class,Satisfied,Almst always wrg,No,Yes,1,60380
2004,2380,Not applicable,Married,3,61,13,Very happy,Very happy,Fair,Exciting,Sev times a week,Sev times a mnth,Never,Not applicable,Middle class,Satisfied,Always wrong,No,Yes,2,40757
2004,2391,Not applicable,Married,4,71,12,Pretty happy,Pretty happy,Fair,Dull,Sev times a mnth,Sev times a mnth,Never,Not applicable,Working class,More or less,Always wrong,No,Yes,0,19624
2004,2394,40,Married,0,19,13,Very happy,Very happy,Good,Routine,Almost daily,Sev times a year,Never,Very dissatisfied,Working class,Satisfied,Not wrong at all,No,Yes,2,19624
2004,2401,Not applicable,Married,7,62,7,Pretty happy,Very happy,Poor,Exciting,Sev times a mnth,Sev times a year,Never,Not applicable,Working class,More or less,Almst always wrg,No,Yes,20,14340
2004,2414,60,Married,1,62,7,Pretty happy,Very happy,Good,Routine,Sev times a year,Never,Never,Very satisfied,Middle class,Satisfied,Always wrong,No,Yes,1,16605
2004,2425,No answer,Married,2,53,14,Not too happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Never,No answer,Working class,Not at all sat,Always wrong,No,Yes,2,60380
2004,2426,Not applicable,Married,1,82,11,Very happy,Very happy,Fair,Exciting,Sev times a year,Once a year,Never,Not applicable,Middle class,Satisfied,Always wrong,Yes,Yes,2,16605
2004,2516,35,Married,1,22,14,Not too happy,Very happy,Good,Routine,Almost daily,Almost daily,Never,Very satisfied,Middle class,More or less,Sometimes wrong,No,Yes,2,27171
2004,2521,Not applicable,Married,3,68,12,Pretty happy,Very happy,Good,Routine,Sev times a week,Once a month,Never,Don't know,Middle class,Satisfied,Always wrong,No,Yes,8,27171
2004,2532,35,Married,2,44,12,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a week,Once a month,Never,Very satisfied,Upper class,Satisfied,Always wrong,No,Yes,1,33209
2004,2552,Not applicable,Married,2,69,12,Very happy,Very happy,Fair,Routine,Sev times a week,Once a year,Never,Not applicable,Middle class,Satisfied,Always wrong,Yes,Yes,4,60380
2004,2567,40,Married,3,36,12,Very happy,Pretty happy,Good,Exciting,Sev times a week,Once a month,Sev times a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,27171
2004,2571,37,Married,2,39,12,Not too happy,Not too happy,Good,Routine,Sev times a week,Once a month,Sev times a year,Very satisfied,Lower class,Not at all sat,Always wrong,No,No,3,9812
2004,2584,20,Married,0,28,12,Pretty happy,Pretty happy,Fair,Routine,Once a month,Sev times a week,Sev times a week,Very satisfied,Working class,More or less,Not wrong at all,No,No,2,1208
2004,2601,70,Married,0,25,16,Very happy,Very happy,Good,Routine,Almost daily,Once a month,Never,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,1,16605
2004,2647,Not applicable,Married,0,22,15,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Almost daily,Once a year,Not applicable,Middle class,More or less,Always wrong,No,Yes,0,8302
2004,2653,Not applicable,Married,2,62,13,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a year,Never,Not applicable,Middle class,Not at all sat,Always wrong,No,No,6,27171
2004,2660,Not applicable,Married,4,67,18,Pretty happy,Pretty happy,Good,Exciting,Once a month,Sev times a year,Never,Not applicable,Middle class,Satisfied,Almst always wrg,No,No,1,22643
2004,2671,45,Married,4,63,13,Not too happy,Pretty happy,Excellent,Exciting,Once a month,Once a month,Never,Very satisfied,Middle class,More or less,Always wrong,No,Yes,2,40757
2004,2673,Not applicable,Married,4,65,20,Very happy,Very happy,Good,Exciting,Once a month,Sev times a mnth,Sev times a year,Not applicable,Middle class,Satisfied,Almst always wrg,Yes,Yes,2,60380
2004,2687,Not applicable,Married,2,39,13,Very happy,Very happy,Excellent,Exciting,Once a month,Once a month,Never,Mod. satisfied,Middle class,More or less,Almst always wrg,No,Yes,1,40757
2004,2718,60,Married,1,49,12,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,128435
2004,2753,60,Married,3,57,16,Not too happy,Very happy,Good,Dull,Sev times a year,Sev times a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,1,40757
2004,2764,Not applicable,Married,3,67,5,Pretty happy,Pretty happy,Good,Exciting,Almost daily,Once a month,Sev times a week,Not applicable,Working class,Satisfied,Always wrong,No,No,2,14340
2004,2780,8,Married,3,44,16,Pretty happy,Pretty happy,Good,Routine,Once a year,Once a year,Once a year,A little dissat,Working class,More or less,Not wrong at all,No,Yes,4,128435
2004,2799,80,Married,5,41,12,Pretty happy,Pretty happy,Good,Exciting,Sev times a mnth,Never,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,No,2,19624
2004,2812,50,Married,1,55,16,Very happy,Pretty happy,Excellent,Exciting,Sev times a year,Sev times a year,Once a year,Very satisfied,Upper class,More or less,Not wrong at all,Yes,No,1,60380
2008,2,40,Married,2,48,20,Pretty happy,Not too happy,Excellent,Exciting,Never,Sev times a week,Sev times a week,Mod. satisfied,Working class,More or less,Not wrong at all,Yes,No,1,64260
2008,20,40,Married,2,37,14,Not too happy,Pretty happy,Good,Don't know,Once a month,Once a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,2,29453
2008,40,Not applicable,Married,0,38,16,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a mnth,Sev times a year,Not applicable,Middle class,More or less,Always wrong,No,No,4,44179
2008,61,1,Married,1,65,20,Pretty happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,No,4,53550
2008,62,Not applicable,Married,1,43,20,Very happy,Very happy,Good,Exciting,Sev times a year,Once a month,Once a month,Not applicable,Upper class,Satisfied,Not wrong at all,No,No,1,146154
2008,76,Not applicable,Married,2,64,12,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a week,Sev times a week,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,2,53550
2008,89,24,Married,3,54,12,Pretty happy,Very happy,Good,Routine,Sev times a year,Once a month,Never,A little dissat,Working class,Satisfied,Sometimes wrong,No,No,4,146154
2008,94,30,Married,2,57,15,Pretty happy,Not too happy,Good,Exciting,Sev times a year,Sev times a year,Once a year,Mod. satisfied,Middle class,Not at all sat,Not wrong at all,No,No,2,146154
2008,97,45,Married,1,48,18,Pretty happy,Pretty happy,Excellent,Routine,Sev times a week,Once a month,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,Yes,No,1,74970
2008,100,40,Married,3,44,15,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Sev times a year,Never,A little dissat,Working class,Satisfied,Not wrong at all,No,No,2,146154
2008,105,Not applicable,Married,Eight or more,83,12,Pretty happy,Very happy,Poor,Exciting,Sev times a mnth,Once a month,Sev times a year,Not applicable,Middle class,More or less,Not wrong at all,No,No,3,17404
2008,109,65,Married,3,66,12,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a week,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,No,2,146154
2008,112,Not applicable,Married,3,34,18,Very happy,Very happy,Fair,Exciting,Sev times a mnth,Sev times a mnth,Sev times a year,Not applicable,Middle class,Not at all sat,Sometimes wrong,Yes,No,0,44179
2008,120,50,Married,2,62,20,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,No,1,146154
2008,122,30,Married,0,52,18,Pretty happy,Pretty happy,Excellent,Routine,Sev times a year,Sev times a week,Sev times a mnth,Mod. satisfied,Middle class,More or less,Not wrong at all,No,Yes,3,64260
2008,136,42,Married,3,61,18,Pretty happy,Very happy,Good,Routine,Once a month,Once a year,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,0,146154
2008,164,Not applicable,Married,2,69,14,Very happy,Very happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Not applicable,Working class,Satisfied,Not wrong at all,No,Yes,1,53550
2008,168,40,Married,1,27,15,Pretty happy,Very happy,Fair,Routine,Sev times a week,Sev times a mnth,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,1,36146
2008,192,20,Married,1,29,16,Very happy,Very happy,Excellent,Routine,Almost daily,Once a month,Never,Mod. satisfied,Middle class,Satisfied,Always wrong,Yes,No,1,146154
2008,193,38,Married,0,31,16,Very happy,Very happy,Good,Exciting,Once a year,Once a month,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,1,44179
2008,206,24,Married,0,23,8,Very happy,Very happy,Good,Exciting,Never,Sev times a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,3,10041
2008,228,Not applicable,Married,3,69,16,Not too happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a year,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,No,No,2,64260
2008,231,47,Married,2,45,15,Pretty happy,Pretty happy,Excellent,Routine,Almost daily,Sev times a mnth,Once a month,Mod. satisfied,Middle class,Not at all sat,Not wrong at all,Yes,Yes,3,146154
2008,232,Not applicable,Married,1,27,14,Very happy,Very happy,Good,Routine,Sev times a week,Sev times a mnth,Sev times a year,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,No,3,146154
2008,236,40,Married,3,63,12,Pretty happy,Very happy,Good,Exciting,Sev times a week,Once a month,Sev times a year,Very satisfied,Working class,More or less,Not wrong at all,No,No,4,29453
2008,248,Not applicable,Married,3,79,12,Pretty happy,Pretty happy,Excellent,Routine,Never,Sev times a mnth,Never,Not applicable,Working class,More or less,Always wrong,No,Yes,2,12718
2008,260,Not applicable,Married,Eight or more,77,Don't know,Very happy,Very happy,Fair,Routine,Almost daily,Never,Never,Not applicable,Upper class,More or less,Almst always wrg,No,Yes,5,14726
2008,262,Not applicable,Married,3,47,12,Not too happy,Pretty happy,Fair,Routine,Sev times a year,Never,Never,A little dissat,Working class,Not at all sat,Not wrong at all,No,Yes,2,44179
2008,270,89,Married,2,41,17,Pretty happy,Pretty happy,Fair,Exciting,Sev times a mnth,Sev times a year,Sev times a year,Very satisfied,Middle class,More or less,Sometimes wrong,No,No,0,146154
2008,279,75,Married,0,30,16,Very happy,Pretty happy,Good,Exciting,Sev times a year,Once a month,Sev times a year,Very satisfied,Working class,Satisfied,Always wrong,No,Yes,3,36146
2008,280,56,Married,2,46,14,Pretty happy,Very happy,Good,Exciting,Almost daily,Sev times a mnth,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,1,74970
2008,291,40,Married,3,44,6,Very happy,Pretty happy,Fair,Routine,Sev times a week,Sev times a mnth,Once a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,4,36146
2008,299,30,Married,1,42,14,Not too happy,Pretty happy,Fair,Routine,Never,Once a month,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,5,14726
2008,318,5,Married,0,40,14,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a year,Never,Very satisfied,Middle class,Not at all sat,Always wrong,No,No,1,3481
2008,327,40,Married,2,50,16,Pretty happy,Pretty happy,Fair,Exciting,Sev times a week,Sev times a mnth,Sev times a year,Mod. satisfied,Upper class,More or less,Not wrong at all,No,No,0,146154
2008,343,30,Married,4,40,14,Very happy,Pretty happy,Good,Routine,Sev times a mnth,Once a month,Never,Very dissatisfied,Lower class,Not at all sat,Always wrong,No,No,2,24098
2008,349,Not applicable,Married,0,66,17,Pretty happy,Pretty happy,Good,Exciting,Sev times a year,Once a month,Once a year,Not applicable,Middle class,Satisfied,Not wrong at all,Yes,No,5,36146
2008,353,45,Married,1,45,16,Pretty happy,Pretty happy,Good,Exciting,Sev times a year,Never,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,1,24098
2008,355,Not applicable,Married,4,70,6,Very happy,Pretty happy,Fair,Exciting,Sev times a year,Sev times a year,Never,Not applicable,Working class,Not at all sat,Not wrong at all,No,No,5,11379
2008,360,60,Married,0,62,15,No answer,Very happy,Excellent,Exciting,Once a month,Once a month,Never,Very satisfied,Working class,More or less,Not wrong at all,No,No,2,29453
2008,361,38,Married,2,60,15,Pretty happy,Very happy,Good,Routine,Sev times a week,Once a month,Never,Very satisfied,Working class,Not at all sat,Always wrong,No,No,5,24098
2008,363,30,Married,0,47,14,Very happy,Very happy,Excellent,Exciting,Once a month,Once a month,Once a year,Very satisfied,Working class,Satisfied,Not wrong at all,No,Yes,6,44179
2008,366,36,Married,2,38,12,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Once a year,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,5,20081
2008,395,42,Married,1,28,12,Very happy,Very happy,Fair,Routine,Sev times a week,Sev times a week,Never,Very satisfied,Working class,Satisfied,Not wrong at all,No,No,3,20081
2008,404,80,Married,2,33,14,Pretty happy,Very happy,Excellent,Routine,Sev times a week,Once a month,Once a month,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,2,10041
2008,408,Not applicable,Married,3,68,18,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a year,Never,Not applicable,Middle class,More or less,Not wrong at all,Yes,No,2,64260
2008,411,80,Married,5,33,11,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a week,Never,Very satisfied,Working class,Not at all sat,Sometimes wrong,No,No,1,12718
2008,412,Not applicable,Married,1,57,4,Very happy,Very happy,Fair,Routine,Almost daily,Once a month,Never,Very satisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,4,64260
2008,413,Not applicable,Married,2,49,18,Pretty happy,Pretty happy,Good,Routine,Once a month,Once a month,Never,Mod. satisfied,Working class,Not at all sat,Always wrong,No,No,2,53550
2008,416,Not applicable,Married,4,28,12,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a mnth,Once a year,Not applicable,Lower class,More or less,Always wrong,No,No,0,24098
2008,419,Not applicable,Married,2,72,16,Very happy,Very happy,Good,Exciting,Once a month,Sev times a year,Never,Not applicable,Middle class,Satisfied,Sometimes wrong,No,Yes,4,24098
